post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:fb_product_set,attribute:pa_transparente,attribute_data:pa_transparente,attribute_default:pa_transparente
BUDA PORTAVELA,buda-portavela,,1864,"Buda portavela decorativo, Siendo un símbolo inspirador de vitalidad, nobleza y autosuperación.
Material: Poloresina",,publish,,0,2021-06-26 16:52:51,1,closed,DE0420357,,,no,no,15,69900,,,,,,,,instock,no,no,,yes,taxable,1839|1841,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/06/WhatsApp_Image_2021-06-26_at_11.50.31_AM-removebg-preview.png ! alt :  ! title : WhatsApp_Image_2021-06-26_at_11.50.31_AM-removebg-preview ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/06/WhatsApp_Image_2021-06-26_at_11.50.32_AM-removebg-preview.png ! alt :  ! title : WhatsApp_Image_2021-06-26_at_11.50.32_AM-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/buda-portavela/,simple,,Decoración,Buda|Decoración|FIGURA|hogar,,,,,
ACUARIO BOMBA,acuario-bomba,,1881,,"MATERIAL: VIDRIO
DISPONIBLE EN COLOR: TRANSPARENTE",publish,,0,2021-06-26 17:12:53,1,closed,DE0540096,,,no,no,,12900,,,,,,,,instock,no,no,,no,taxable,2409,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/06/WhatsApp_Image_2021-06-26_at_12.11.23_PM-removebg-preview.png ! alt :  ! title : WhatsApp_Image_2021-06-26_at_12.11.23_PM-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/acuario-bomba/,simple,,Decoración|Vidrio,Decoración|hogar|vidrio,,,,,
PORTAVELA,portavela,,1887,"Portavela decorativo, con su diseño único es ideal para decorar nuestros espacios.
Material: cerámica",,publish,,0,2021-06-26 17:21:21,1,closed,DE0420368,,,no,no,,149900,,,,,,,,instock,no,no,,no,taxable,977|961|925,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/06/WhatsApp_Image_2021-06-26_at_12.20.20_PM-removebg-preview.png ! alt :  ! title : WhatsApp_Image_2021-06-26_at_12.20.20_PM-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/portavela/,simple,,Decoración,candelabro|Decoración|hogar|portavela,,,,,
PORTA CUPCAKES,porta-cupcakes,,1967,"Porta cupcakes, ideal para decorar tus fechas especiales.
Sus medidas son: Alto 43 cm, Largo 28 cm.",,publish,,0,2021-06-29 16:27:01,1,closed,DE0480129,,,no,no,,229900,,,,28,43,,,instock,no,no,,no,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/06/DE0480129-removebg-preview.png ! alt :  ! title : DE0480129-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/porta-cupcakes/,simple,,Cerámica|Decoración,Decoración|hogar|Porta cupcakes,,,,,
MATERO CERAMICA,matero-ceramica,,1984,"Matero cerámica con forma de caballo, complementan el estilo y decoración de tu hogar.",MATERIAL: CERÁMICA,publish,,0,2021-07-06 18:48:37,1,closed,JA0010780,,,no,no,,11900,,,,,,,,instock,no,no,,no,taxable,988|1004|998,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/JA0010780.png ! alt :  ! title : JA0010780 ! desc :  ! caption : ,,https://decohouse.com.co/producto/matero-ceramica/,simple,,Cerámica,CERÁMICA|Decoración|FIGURA|hogar,,,Blanco,0|1|0,
MATERO CERÁMICA PERRO,matero-ceramica-perro,,1986,"Matero cerámica en forma de perro,  complementa el estilo y decoración de tu hogar.",,publish,,0,2021-07-06 18:54:39,1,closed,JA0010781,,,no,no,40,11900,,,,,,,,instock,no,no,,yes,taxable,991|1004,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/JA0010781.png ! alt :  ! title : JA0010781 ! desc :  ! caption : ,,https://decohouse.com.co/producto/matero-ceramica-perro/,simple,,Jardinería|Jardinería > Macetas > Macetas en cerámica,CERÁMICA|Decoración|FIGURA|hogar|MATERO,,,Blanco,0|1|0,
JARRON DECORATIVO,jarron-decorativo-5,,1988,"Jarrón decorativo, dando a tu espacio un toque de estilo llamativo y resaltando cualquier ocasión.",MATERIAL:METAL,publish,,0,2021-07-06 19:14:52,1,closed,DE0171308,,,no,no,,199900,,,,,,,,instock,no,no,,no,taxable,1013|1016|1776,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0171308.jpg ! alt :  ! title : DE0171308 ! desc :  ! caption : ,,https://decohouse.com.co/producto/jarron-decorativo-5/,simple,,Decoración,Decoración|hogar|Jarron,,,Plateado,0|1|0,
FRUTERO DECORATIVO,frutero-decorativo-2,,1993,"Frutero decorativo, dando a tu espacio un toque de estilo llamativo y resaltando cualquier ocasión.",MATERIAL:VIDRIO,publish,,0,2021-07-06 19:58:13,1,closed,DE0670224,,,no,no,,349900,,,,51,30,,,instock,no,no,,no,taxable,873,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0670224.jpg ! alt :  ! title : DE0670224 ! desc :  ! caption : ,,https://decohouse.com.co/producto/frutero-decorativo-2/,simple,,Decoración,Centro de mesa|Decoración|hogar,,,Dorado,0|1|0,
CENTRO DE MESA,centro-de-mesa,,1995,"Centro de mesa Se adapta a cualquier decoración: sala de estar, comedor, cocina, o incluso dormitorio,  complementa cualquier decoración, dando a tu espacio un toque de estilo llamativo y resaltando cualquier ocasión.",MATERIAL: POLIRESINA,publish,,0,2021-07-06 20:21:46,1,closed,DE0670307,,,no,no,10,139900,,,,,,,,instock,no,no,,yes,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0670307.png ! alt :  ! title : DE0670307 ! desc :  ! caption : ,,https://decohouse.com.co/producto/centro-de-mesa/,simple,,Decoración > Centro de mesa|Decoración,Centro de mesa|Decoración|hogar,,,Blanco,0|1|0,
CENTRO DE MESA,centro-de-mesa-2,,1998,"Centro de mesa complementa cualquier decoración, dando a tu espacio un toque de estilo llamativo y resaltando cualquier ocasión.
Sus medidas son: Alto 23 cm, Ancho 33 cm.",MATERIAL: POLIRESINA,publish,,0,2021-07-06 20:37:43,1,closed,DE0670309,,,no,no,15,139900,,,,,,,,instock,no,no,,yes,taxable,1995,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0670309.png ! alt :  ! title : DE0670309 ! desc :  ! caption : ,,https://decohouse.com.co/producto/centro-de-mesa-2/,simple,,Decoración > Centro de mesa|Decoración,Centro de mesa|Decoración|hogar,,,Beige,0|1|0,
TAPETE DECORATIVO,tapete-decorativo,,2035,"Tapete decorativo en la Parte superior en peluche largo súper suave, Apto para uso en sala, alcoba estudio.
Sus medidas son: Alto 30 cm, Ancho 80 cm.",MATERIAL:TELA,publish,,0,2021-07-07 16:09:51,1,closed,DE0860030,,,no,no,30,54900,,,80,,40,,,instock,no,no,,yes,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0860030-removebg-preview.png ! alt :  ! title : DE0860030-removebg-preview ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0860030.jpg ! alt :  ! title : DE0860030 ! desc :  ! caption : ,,https://decohouse.com.co/producto/tapete-decorativo/,simple,,Tapicería,Decoración|hogar|tapete,,,,,
MATERA DECORATIVA,matera-decorativa,,2040,"Matera decorativa en cerámica.
Sus medidas son: alto 11 cm, ancho 10 cm.

&nbsp;",MATERIAL:CERÁMICA,publish,,0,2021-07-07 16:23:32,1,closed,DE0011197,,,no,no,,7000,,,,10,11,,,instock,no,no,,no,taxable,991|1004,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0011197-AZUL-removebg-preview.png ! alt :  ! title : DE0011197-AZUL-removebg-preview ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0011197.jpg ! alt :  ! title : DE0011197 ! desc :  ! caption : ,,https://decohouse.com.co/producto/matera-decorativa/,simple,,Jardinería > Macetas|Jardinería > Macetas > Macetas en cerámica,CERÁMICA|Decoración|hogar|MATERO,,,Azul Oscuro,0|1|0,
JARRON DECORATIVO,jarron-decorativo-7,,2050,"Jarrón decorativo para darle un toque moderno a nuestro hogar.
Sus medidas son: Alto 42 cm, Ancho 12 cm.",MATERIAL:VIDRIO,publish,,0,2021-07-07 16:47:43,1,closed,DE0171299,,,no,no,,159900,,,,12,42,,,instock,no,no,,no,taxable,1013|1018,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0171299-removebg-preview.png ! alt :  ! title : DE0171299-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/jarron-decorativo-7/,simple,,Decoración,Decoración|florero|hogar,,,,,
FIGURA DECORATIVA CABALLO,figura-decorativa-caballo-2,,2062,"Caballo decorativo en poliresina, para decorar nuestros espacios.",MATERIAL: POLIRESINA,publish,,0,2021-07-07 18:53:23,1,closed,DE0181328,,,no,no,,49900,,,,19,16,,,instock,no,no,,no,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0181328-removebg-preview-1-1.png ! alt :  ! title : DE0181328-removebg-preview (1) ! desc :  ! caption : ,,https://decohouse.com.co/producto/figura-decorativa-caballo-2/,simple,,FIGURAS DECORATIVAS > Follaje,Caballo|Decoración|FIGURA|hogar,,,,,
CASA DE GATO G1,casa-de-gato-g1,,2065,"Hermosa casa de gato, para la comodidad de nuestras mascotas.","MATERIAL: MADERA

MEDIDAS

ALTO: 35 CM

ANCHO: 41 CM",publish,,0,2021-07-07 19:10:57,1,closed,HO0250036,,,no,no,,219900,,,,41,35,,,instock,no,no,,no,taxable,1411|1409,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/HO0250036.png ! alt :  ! title : HO0250036 ! desc :  ! caption : ,,https://decohouse.com.co/producto/casa-de-gato-g1/,simple,,Madera,CASA DE GATO|COMODIDAD|madera|MASCOTAS,,,,,
CASA DE GATO G2,casa-de-gato-g2,,2067,"Hermosa casa de gato, para la comodidad de nuestras mascotas.","MATERIAL: MADERA

MEDIDAS:

ALTO: 34 CM

ANCHO: 58 CM",publish,,0,2021-07-07 19:16:10,1,closed,HO0250035,,,no,no,,219900,,,,58,34,,,instock,no,no,,no,taxable,1411|2065|1409,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/HO0250035-removebg-preview.png ! alt :  ! title : HO0250035-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/casa-de-gato-g2/,simple,,Madera,CASA DE GATO|COMODIDAD|hogar|MASCOTAS,,,,,
CASA DE GATO G3,casa-de-gato-g3,,2069,"Hermosa casa de gatos, Para la comodidad de nuestra mascota.","MATERIAL: MADERA

MEDIDAS

ALTO: 43 CM

ANCHO: 42 CM",publish,,0,2021-07-07 19:20:13,1,closed,HO0250034,,,no,no,,279900,,,0,42,43,,,instock,no,no,,no,taxable,1411|1409,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/HO0250034-removebg-preview.png ! alt :  ! title : HO0250034-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/casa-de-gato-g3/,simple,,Madera,CASA DE GATO|hogar|madera|MASCOTA,,,,,
FIGURA DECORATIVA BUHO,figura-decorativa-buho,,2124,"Hermoso búho decorativo, Decora tu espacio favorito con este delicado artículo que traerá la sabiduría, armonía, serenidad a tú hogar.
Sus medidas son: Alto 11 cm, Ancho 6 cm.",MATERIAL: POLIRESINA,publish,,0,2021-07-07 22:00:12,1,closed,DE0181050,,,no,no,,18900,,,,6,11,,,instock,no,no,,no,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0181050.jpg ! alt :  ! title : DE0181050 ! desc :  ! caption : ,,https://decohouse.com.co/producto/figura-decorativa-buho/,simple,,Decoración|FIGURAS DECORATIVAS,Búho|Decoración|FIGURA|hogar,,,,,
PORTAVASO,portavaso,,2130,"Portavasos decorativo en cerámica, se utilizan para  Proteja las superficies  eficazmente sus muebles.
Medidas: Alto 10, ancho 11 cm.

&nbsp;

&nbsp;

&nbsp;",MATERIAL: CERÁMICA,publish,,0,2021-07-07 22:16:22,1,closed,HO0690320,,,no,no,,24900,,,,11,10,,,instock,no,no,,no,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/HO0690320.jpg ! alt :  ! title : HO0690320 ! desc :  ! caption : ,,https://decohouse.com.co/producto/portavaso/,simple,,Decoración,Decoración|hogar|Portavaso,,,,,
FLOR ARTIFICIAL,flor-artificial-2,,2150,"Flor artificial decorativa, Se pueden utilizar  para decorar paredes, dormitorio, salas de estar, vallas, escaleras, pasillos, puertas y en cualquier lugar que desee con un toque de naturalidad.
Disponible en color: rojo.",MATERIAL: PLASTICO,publish,,0,2021-07-08 15:33:25,1,closed,DE0300682,,,no,no,,7900,,,,,,,,instock,no,no,,no,taxable,2148,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0300682-MORAD-CLA.jpg ! alt :  ! title : DE0300682-MORAD CLA ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0300682-ROJO-copia.jpg ! alt :  ! title : DE0300682-ROJO - copia ! desc :  ! caption : ,,https://decohouse.com.co/producto/flor-artificial-2/,simple,,Jardinería,Decoración|Flores|FOLLAJE|hogar|jardinería,,,Morado Oscuro|Rojo,0|1|0,
FLOR ARTIFICIAL,flor-artificial-4,,2160,"Flor artificial decorativa, Son muy usadas también para la decoración de eventos y espacios como negocios, jardines, terrazas, balcones y donde su imaginación lo permita.
Su media es: Alto 29 cm.
Disponible en color: rojo, blanco rojo,",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 15:44:36,1,closed,DE0300685,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0300685-ROJO-copia-1.jpg ! alt :  ! title : DE0300685-ROJO - copia ! desc :  ! caption : ,,https://decohouse.com.co/producto/flor-artificial-4/,simple,,Jardinería,Decoración|FOLLAJE|hogar|jardinería,,,Blanco|Rojo,0|1|0,
FLOR ARTIFICIAL,flor-artificial-6,,2166,"Flor artificial decorativa, Son muy usados también para la decoración de eventos y espacios como negocios, jardines, terrazas, balcones y donde su imaginación lo permita.
Sus medidas son: Alto 30 cm
Disponible en color: rojo",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 15:55:20,1,closed,DE0300689,,,no,no,,6900,,,,,,,,instock,no,no,,no,taxable,2157,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0300689-ROJO.jpg ! alt :  ! title : DE0300689-ROJO ! desc :  ! caption : ,,https://decohouse.com.co/producto/flor-artificial-6/,simple,,Jardinería,Flores|FOLLAJE|hogar|jardinería,,,Rojo,0|1|0,
FLOR ARTIFICIAL,flor-artificial-7,,2168,"Flor artificial decorativa, Se pueden utilizar para decorar salas de estar, vallas, escaleras, pasillos, puertas y en cualquier lugar que desee con un toque de naturalidad.
Sus medidas son: Alto 42.5 cm.
Disponible en color blanco, rojo,

&nbsp;",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 16:05:40,1,closed,DE0300693,,,no,no,,6000,,,,,,,,instock,no,no,,no,taxable,2166,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0300693-ROJO.jpg ! alt :  ! title : DE0300693-ROJO ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0300693-BLANCO.jpg ! alt :  ! title : DE0300693-BLANCO ! desc :  ! caption : ,,https://decohouse.com.co/producto/flor-artificial-7/,simple,,Jardinería,Decoración|Flores|FOLLAJE|hogar|jardinería,,,Rojo,0|1|0,
FOLLAJE DECORATIVO ARTIFICIAL,follaje-decorativo-artificial,,2174,"Follaje artificial decorativo, Son muy usados  para la decoración de eventos y espacios como negocios, jardines, terrazas, balcones y donde su imaginación lo permita.
Sus medidas son: Largo 117 cm.
Disponible en color: rosado, azul, verde, morado, rojo, beige, blanco.",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 16:25:17,1,closed,DE0310795,,,no,no,,4900,,,,,,,,instock,no,no,,no,taxable,2172,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310795-MORADO.jpg ! alt :  ! title : DE0310795-MORADO ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0310795-BEIGE.jpg ! alt :  ! title : DE0310795-BEIGE ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0310795-ROJO.jpg ! alt :  ! title : DE0310795-ROJO ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0310795-ROSADO.jpg ! alt :  ! title : DE0310795-ROSADO ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0310795-VERDE.jpg ! alt :  ! title : DE0310795-VERDE ! desc :  ! caption : ,,https://decohouse.com.co/producto/follaje-decorativo-artificial/,simple,,Jardinería,Decoración|Flores|FOLLAJE|hogar|jardinería,,,Azul|Beige|Morado Oscuro|Rojo|Rosado|Verde Acido,0|1|0,
ENREDADERA DECORATIVA ARTIFICIAL,enredadera-decorativa-artificial,,2184,"Enredadera decorativa artificial, para decorar nuestros espacios, Son muy usadas también para la decoración de eventos y espacios como negocios, jardines, terrazas, balcones y donde su imaginación lo permita.
Sus medidas son: Largo 220 cm",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 16:43:21,1,closed,DE0310852,,,no,no,,24900,,,,,,,,instock,no,no,,no,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310852-AMARILLO-removebg-preview.png ! alt :  ! title : DE0310852-AMARILLO-removebg-preview ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0310852-removebg-preview.png ! alt :  ! title : DE0310852-removebg-preview ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0310852-ROSADO-removebg-preview.png ! alt :  ! title : DE0310852-ROSADO-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/enredadera-decorativa-artificial/,simple,,Flores|FIGURAS DECORATIVAS > Follaje,Decoración|FOLLAJE|hogar|jardinería,,,Amarillo|Blanco|Rosado,0|1|0,
FOLLAJE DECORATIVO ARTIFICIAL,follaje-decorativo-artificial-3,,2188,"Follaje decorativo artificial, para decorar nuestros espacios y darles un toque natural.
Sus medidas son: alto 30 cm",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 16:46:39,1,closed,DE0310860,,,no,no,,6500,,,,,,,,instock,no,no,,no,taxable,2174,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310860-removebg-preview.png ! alt :  ! title : DE0310860-removebg-preview ! desc :  ! caption : ,,https://decohouse.com.co/producto/follaje-decorativo-artificial-3/,simple,,Jardinería,FOLLAJE|hogar|jardinería,,,Rosado,0|1|0,
FOLLAJE DECORATIVO ARTIFICIAL,follaje-decorativo-artificial-4,,2190,"Follaje artificial decorativo, ideal para decorar diferentes ambientes.

&nbsp;",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 17:05:21,1,closed,DE0310875,,,no,no,,12900,,,,,,,,instock,no,no,,no,taxable,2174|2188,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310875.jpg ! alt :  ! title : DE0310875 ! desc :  ! caption : ,,https://decohouse.com.co/producto/follaje-decorativo-artificial-4/,simple,,Jardinería,Decoración|Flores|FOLLAJE|hogar|jardinería,,,Blanco,0|1|0,
TAPETE DECORATIVO ARTIFICIAL,tapete-decorativo-artificial,,2192,"Follaje artificial decorativo, ideal para decorar diferentes ambientes, Decorar su jardín y eventos especiales, puertas, espejos, eventos.

Sus medidas son: alto 45 cm, ancho 60 cm.",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 17:09:42,1,closed,DE0310876,,,no,no,,59900,,,,,,,,instock,no,no,,no,taxable,,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310876.jpg ! alt :  ! title : DE0310876 ! desc :  ! caption : ,,https://decohouse.com.co/producto/tapete-decorativo-artificial/,simple,,Jardinería,Decoración|FOLLAJE|hogar|jardinería,,,Blanco,0|1|0,
TAPETE DECORATIVO ARTIFICIAL,tapete-decorativo-artificial-2,,2194,"Tapete de follaje artificial que tienen una estética muy natural,  no requieren mantenimiento, resisten cualquier tipo de clima, son ideales para uso en interior y exterior.
Sus medidas son: alto 45 cm, ancho 60 cm.",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 17:14:14,1,closed,DE0310877,,,no,no,,59900,,,,,,,,instock,no,no,,no,taxable,2192,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310877.jpg ! alt :  ! title : DE0310877 ! desc :  ! caption : ,,https://decohouse.com.co/producto/tapete-decorativo-artificial-2/,simple,,FIGURAS DECORATIVAS > Follaje|Jardinería,FOLLAJE|hogar|jardinería|tapete,,,Blanco,0|1|0,
FOLLAJE DECORATIVO ARTIFICIAL,follaje-decorativo-artificial-6,,2200,"Follaje artificial decorativo, ideal para decorar diferentes ambientes.
Sus medidas son: alto 93 cm, ancho 26 cm.
Disponible en color blanco.",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 17:57:17,1,closed,DE0310886,,,no,no,,14900,,,,,,,,instock,no,no,,no,taxable,2188,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310886.jpg ! alt :  ! title : DE0310886 ! desc :  ! caption : ,,https://decohouse.com.co/producto/follaje-decorativo-artificial-6/,simple,,Jardinería,Decoración|FOLLAJE|hogar|jardinería,,,Blanco,0|1|0,
FOLLAJE DECORATIVO ARTIFICIAL,follaje-decorativo-artificial-7,,2202,"Follaje artificial decorativo, ideal para decorar diferentes ambientes.
Sus medidas son: alto 52 cm, ancho 27 cm.",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 20:37:32,1,closed,DE0310938,,,no,no,,18000,,,,,,,,instock,no,no,,no,taxable,2188,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310938.jpg ! alt :  ! title : DE0310938 ! desc :  ! caption : ,,https://decohouse.com.co/producto/follaje-decorativo-artificial-7/,simple,,Jardinería,Decoración|FOLLAJE|hogar|jardinería,,,Rosado,0|1|0,
FOLLAJE DECORATIVO,follaje-decorativo,,2208,"Follaje artificial decorativo, ideal para decorar diferentes ambientes.
Sus medidas son: alto 210 cm",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 20:40:53,1,closed,DE0310939,,,no,no,,31900,,,,,,,,instock,no,no,,no,taxable,2174|2190,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310939-1.jpg ! alt :  ! title : DE0310939 ! desc :  ! caption : ,,https://decohouse.com.co/producto/follaje-decorativo/,simple,,Jardinería,Decoración|FOLLAJE|hogar|jardinería,,,,,
FOLLAJE DECORATIVO ARTIFICIAL,follaje-decorativo-artificial-8,,2212,"Follaje artificial decorativo, ideal para decorar diferentes ambientes y darles un toque natural.
Sus medidas son: alto 108 cm, ancho 18 cm.
Disponible en color verde.",MATERIAL: PLÁSTICO,publish,,0,2021-07-08 20:45:01,1,closed,DE0310947,,,no,no,,16900,,,,,,,,instock,no,no,,no,taxable,2190,,,,,-1,-1,,,https://decohouse.com.co/wp-content/uploads/2021/07/DE0310947.jpg ! alt :  ! title : DE0310947 ! desc :  ! caption :  | https://decohouse.com.co/wp-content/uploads/2021/07/DE0310947-BLANCO.jpg ! alt :  ! title : DE0310947-BLANCO ! desc :  ! caption : ,,https://decohouse.com.co/producto/follaje-decorativo-artificial-8/,simple,,Jardinería,Decoración|FOLLAJE|hogar|jardinería,,,Blanco|Verde Acido,0|1|0,
